SYMBOL,gain,TIMESTAMP
FSC,0.08414879021836941,24-NOV-2022
AMIABLE,0.08285709303252552,24-NOV-2022
MARATHON,0.0827272588556463,24-NOV-2022
PONNIERODE,0.08169772555209634,24-NOV-2022
KAUSHALYA,0.08139532304828896,24-NOV-2022
VEEKAYEM,0.07851856372974537,24-NOV-2022
"
		-------------------------------------------------------------------------------		
"
IBULHSGFIN,0.22669281774499808,28-NOV-2022
STCINDIA,0.20517239625426545,28-NOV-2022
DAMODARIND,0.19199996948242187,28-NOV-2022
MSTCLTD,0.1682758199757543,28-NOV-2022
RAMCOSYS,0.16104164123535156,28-NOV-2022
PFOCUS,0.16022885126970476,28-NOV-2022
ICICITECH,0.15109493995019035,28-NOV-2022
MHHL,0.13439629854462787,28-NOV-2022
SBC,0.13122169993091257,28-NOV-2022
PROZONINTU,0.13013700598689748,28-NOV-2022
